测点编号|监测时间|温度(℃)
T-E-1|2017-05-18 09:25:48|33.36
T-E-1|2017-05-18 09:26:02|31.38
T-E-1|2017-05-18 09:26:16|32.38
T-E-1|2017-05-18 09:26:30|32.38
T-E-1|2017-05-18 09:26:44|31.38
T-E-1|2017-05-18 09:26:57|31.38
T-E-1|2017-05-18 09:27:11|32.4
T-E-1|2017-05-18 09:27:25|32.4
T-E-1|2017-05-18 09:27:39|33.4
T-E-1|2017-05-18 09:27:53|32.4
T-E-1|2017-05-18 09:28:06|30.42
T-E-1|2017-05-18 09:28:20|33.42
T-E-1|2017-05-18 09:28:34|33.42
T-E-1|2017-05-18 09:28:48|30.42
T-E-1|2017-05-18 09:29:01|32.44
T-E-1|2017-05-18 09:29:15|33.44
T-E-1|2017-05-18 09:29:29|33.44
T-E-1|2017-05-18 09:29:43|30.44
T-E-1|2017-05-18 09:29:57|31.44
T-E-1|2017-05-18 09:30:10|31.46
T-E-1|2017-05-18 09:30:24|30.46
T-E-1|2017-05-18 09:30:38|32.46
T-E-1|2017-05-18 09:30:52|30.46
T-E-1|2017-05-18 09:31:06|31.48
T-E-1|2017-05-18 09:31:20|31.48
T-E-1|2017-05-18 09:31:34|33.48
T-E-1|2017-05-18 09:31:48|31.48
T-E-1|2017-05-18 09:32:02|33.5
T-E-1|2017-05-18 09:32:16|32.5
T-E-1|2017-05-18 09:32:29|33.5
T-E-1|2017-05-18 09:32:43|32.5
T-E-1|2017-05-18 09:32:57|31.5
T-E-1|2017-05-18 09:33:11|33.52
T-E-1|2017-05-18 09:33:25|32.52
T-E-1|2017-05-18 09:33:39|30.52
T-E-1|2017-05-18 09:33:53|30.52
T-E-1|2017-05-18 09:34:07|32.54
T-E-1|2017-05-18 09:34:21|31.54
T-E-1|2017-05-18 09:34:34|30.54
T-E-1|2017-05-18 09:34:48|31.54
T-E-1|2017-05-18 09:35:02|33.56
T-E-1|2017-05-18 09:35:16|31.56
T-E-1|2017-05-18 09:35:30|30.56
T-E-1|2017-05-18 09:35:44|31.56
T-E-1|2017-05-18 09:35:58|31.56
T-E-1|2017-05-18 09:36:12|31.58
T-E-1|2017-05-18 09:36:26|30.58
T-E-1|2017-05-18 09:36:40|30.58
T-E-1|2017-05-18 09:36:54|30.58
T-E-1|2017-05-18 09:37:08|32.6
T-E-1|2017-05-18 09:37:22|31.6
T-E-1|2017-05-18 09:37:35|32.6
T-E-1|2017-05-18 09:37:49|30.6
T-E-1|2017-05-18 09:38:03|33.62
T-E-1|2017-05-18 09:38:17|31.62
T-E-1|2017-05-18 09:38:31|32.62
T-E-1|2017-05-18 09:38:45|31.62
T-E-1|2017-05-18 09:38:59|31.62
T-E-1|2017-05-18 09:39:13|30.64
T-E-1|2017-05-18 09:39:27|33.64
T-E-1|2017-05-18 09:39:41|30.64
T-E-1|2017-05-18 09:39:55|31.64
T-E-1|2017-05-18 09:40:09|32.66
T-E-1|2017-05-18 09:40:22|30.66
T-E-1|2017-05-18 09:40:36|33.66
T-E-1|2017-05-18 09:40:50|33.66
T-E-1|2017-05-18 09:41:04|33.68
T-E-1|2017-05-18 09:41:18|33.68
T-E-1|2017-05-18 09:41:32|31.68
T-E-1|2017-05-18 09:41:46|33.68
T-E-1|2017-05-18 09:42:00|33.7
T-E-1|2017-05-18 09:42:14|33.7
T-E-1|2017-05-18 09:42:27|30.7
T-E-1|2017-05-18 09:42:41|30.7
T-E-1|2017-05-18 09:42:55|31.7
T-E-1|2017-05-18 09:43:09|30.72
T-E-1|2017-05-18 09:43:23|32.72
T-E-1|2017-05-18 09:43:37|32.72
T-E-1|2017-05-18 09:43:51|33.72
T-E-1|2017-05-18 09:44:05|30.74
T-E-1|2017-05-18 09:44:19|32.74
T-E-1|2017-05-18 09:44:33|30.74
T-E-1|2017-05-18 09:44:47|31.74
T-E-1|2017-05-18 09:45:01|32.76
T-E-1|2017-05-18 09:45:15|32.76
T-E-1|2017-05-18 09:45:29|33.76
T-E-1|2017-05-18 09:45:43|32.76
T-E-1|2017-05-18 09:45:57|30.76
T-E-1|2017-05-18 09:46:11|30.78
T-E-1|2017-05-18 09:46:25|30.78
T-E-1|2017-05-18 09:46:39|31.78
T-E-1|2017-05-18 09:46:53|31.78
T-E-1|2017-05-18 09:47:07|32.8
T-E-1|2017-05-18 09:47:21|31.8
T-E-1|2017-05-18 09:47:35|31.8
T-E-1|2017-05-18 09:47:49|33.8
T-E-1|2017-05-18 09:48:03|33.82
T-E-1|2017-05-18 09:48:17|30.82
T-E-1|2017-05-18 09:48:31|31.82
T-E-1|2017-05-18 09:48:45|30.82
T-E-1|2017-05-18 09:48:59|30.82
T-E-1|2017-05-18 09:49:13|33.84
T-E-1|2017-05-18 09:49:27|30.84
T-E-1|2017-05-18 09:49:41|33.84
T-E-1|2017-05-18 09:49:55|30.84
T-E-1|2017-05-18 09:50:09|31.86
T-E-1|2017-05-18 09:50:23|32.86
T-E-1|2017-05-18 09:50:36|30.86
T-E-1|2017-05-18 09:50:50|33.86
T-E-1|2017-05-18 09:51:04|32.88
T-E-1|2017-05-18 09:51:18|30.88
T-E-1|2017-05-18 09:51:32|31.88
T-E-1|2017-05-18 09:51:46|32.88
T-E-1|2017-05-18 09:52:00|33.9
T-E-1|2017-05-18 09:52:14|33.9
T-E-1|2017-05-18 09:52:28|32.9
T-E-1|2017-05-18 09:52:42|32.9
T-E-1|2017-05-18 09:52:56|31.9
T-E-1|2017-05-18 09:53:10|31.92
T-E-1|2017-05-18 09:53:24|32.92
T-E-1|2017-05-18 09:53:38|31.92
T-E-1|2017-05-18 09:53:52|31.92
T-E-1|2017-05-18 09:54:06|31.94
T-E-1|2017-05-18 09:54:20|32.94
T-E-1|2017-05-18 09:54:34|32.94
T-E-1|2017-05-18 09:54:48|32.94
T-E-1|2017-05-18 09:55:02|31.96
T-E-1|2017-05-18 09:55:15|32.96
T-E-1|2017-05-18 09:55:29|31.96
T-E-1|2017-05-18 09:55:43|32.96
T-E-1|2017-05-18 09:55:57|32.96
T-E-1|2017-05-18 09:56:11|32.97
T-E-1|2017-05-18 09:56:25|31.97
T-E-1|2017-05-18 09:56:39|30.97
T-E-1|2017-05-18 09:56:53|30.97
T-E-1|2017-05-18 09:57:07|33.99
T-E-1|2017-05-18 09:57:21|33.99
T-E-1|2017-05-18 09:57:35|33.99
T-E-1|2017-05-18 09:57:49|32.99
T-E-1|2017-05-18 09:58:03|32.01
T-E-1|2017-05-18 09:58:17|33.01
T-E-1|2017-05-18 09:58:31|32.01
T-E-1|2017-05-18 09:58:45|32.01
T-E-1|2017-05-18 09:58:59|34.01
T-E-1|2017-05-18 09:59:13|34.03
T-E-1|2017-05-18 09:59:27|34.03
T-E-1|2017-05-18 09:59:41|34.03
T-E-1|2017-05-18 09:59:55|34.03
T-E-1|2017-05-18 10:00:11|33.05
T-E-1|2017-05-18 10:00:25|34.05
T-E-1|2017-05-18 10:00:39|34.05
T-E-1|2017-05-18 10:00:53|33.05
T-E-1|2017-05-18 10:01:07|32.07
T-E-1|2017-05-18 10:01:21|32.07
T-E-1|2017-05-18 10:01:35|33.07
T-E-1|2017-05-18 10:01:49|32.07
T-E-1|2017-05-18 10:02:03|34.09
T-E-1|2017-05-18 10:02:17|32.09
T-E-1|2017-05-18 10:02:31|32.09
T-E-1|2017-05-18 10:02:45|34.09
T-E-1|2017-05-18 10:02:59|33.09
T-E-1|2017-05-18 10:03:13|34.1
T-E-1|2017-05-18 10:03:27|31.1
T-E-1|2017-05-18 10:03:41|33.1
T-E-1|2017-05-18 10:03:55|32.1
T-E-1|2017-05-18 10:04:09|31.12
T-E-1|2017-05-18 10:04:23|31.12
T-E-1|2017-05-18 10:04:37|33.12
T-E-1|2017-05-18 10:04:51|33.12
T-E-1|2017-05-18 10:05:05|32.14
T-E-1|2017-05-18 10:05:19|32.14
T-E-1|2017-05-18 10:05:33|31.14
T-E-1|2017-05-18 10:05:47|31.14
T-E-1|2017-05-18 10:06:01|33.16
T-E-1|2017-05-18 10:06:15|32.16
T-E-1|2017-05-18 10:06:29|32.16
T-E-1|2017-05-18 10:06:43|31.16
T-E-1|2017-05-18 10:06:57|33.16
T-E-1|2017-05-18 10:07:11|32.18
T-E-1|2017-05-18 10:07:25|34.18
T-E-1|2017-05-18 10:07:39|32.18
T-E-1|2017-05-18 10:07:53|34.18
T-E-1|2017-05-18 10:08:07|34.19
T-E-1|2017-05-18 10:08:22|33.19
T-E-1|2017-05-18 10:08:36|32.19
T-E-1|2017-05-18 10:08:50|34.19
T-E-1|2017-05-18 10:09:04|31.21
T-E-1|2017-05-18 10:09:18|31.21
T-E-1|2017-05-18 10:09:32|33.21
T-E-1|2017-05-18 10:09:46|31.21
T-E-1|2017-05-18 10:10:00|33.23
T-E-1|2017-05-18 10:10:14|32.23
T-E-1|2017-05-18 10:10:29|33.23
T-E-1|2017-05-18 10:10:43|32.23
T-E-1|2017-05-18 10:10:57|32.23
T-E-1|2017-05-18 10:11:11|34.25
T-E-1|2017-05-18 10:11:25|32.25
T-E-1|2017-05-18 10:11:39|34.25
T-E-1|2017-05-18 10:11:53|34.25
T-E-1|2017-05-18 10:12:08|33.27
T-E-1|2017-05-18 10:12:22|32.27
T-E-1|2017-05-18 10:12:36|31.27
T-E-1|2017-05-18 10:12:50|34.27
T-E-1|2017-05-18 10:13:04|32.28
T-E-1|2017-05-18 10:13:18|32.28
T-E-1|2017-05-18 10:13:32|34.28
T-E-1|2017-05-18 10:13:46|34.28
T-E-1|2017-05-18 10:14:00|31.3
T-E-1|2017-05-18 10:14:14|33.3
T-E-1|2017-05-18 10:14:28|34.3
T-E-1|2017-05-18 10:14:42|31.3
T-E-1|2017-05-18 10:14:56|31.3
T-E-1|2017-05-18 10:15:10|33.32
T-E-1|2017-05-18 10:15:24|31.32
T-E-1|2017-05-18 10:15:38|31.32
T-E-1|2017-05-18 10:15:52|33.32
T-E-1|2017-05-18 10:16:06|34.34
T-E-1|2017-05-18 10:16:20|31.34
T-E-1|2017-05-18 10:16:34|33.34
T-E-1|2017-05-18 10:16:48|31.34
T-E-1|2017-05-18 10:17:02|33.35
T-E-1|2017-05-18 10:17:16|34.35
T-E-1|2017-05-18 10:17:30|32.35
T-E-1|2017-05-18 10:17:44|34.35
T-E-1|2017-05-18 10:17:58|33.35
T-E-1|2017-05-18 10:18:12|31.37
T-E-1|2017-05-18 10:18:26|32.37
T-E-1|2017-05-18 10:18:41|32.37
T-E-1|2017-05-18 10:18:55|31.37
T-E-1|2017-05-18 10:19:09|33.39
T-E-1|2017-05-18 10:19:23|31.39
T-E-1|2017-05-18 10:19:37|33.39
T-E-1|2017-05-18 10:19:51|31.39
T-E-1|2017-05-18 10:20:05|33.4
T-E-1|2017-05-18 10:20:19|32.4
T-E-1|2017-05-18 10:20:33|34.4
T-E-1|2017-05-18 10:20:47|32.4
T-E-1|2017-05-18 10:21:01|32.42
T-E-1|2017-05-18 10:21:15|34.42
T-E-1|2017-05-18 10:21:29|33.42
T-E-1|2017-05-18 10:21:43|31.42
T-E-1|2017-05-18 10:21:57|33.42
T-E-1|2017-05-18 10:22:11|32.44
T-E-1|2017-05-18 10:22:25|34.44
T-E-1|2017-05-18 10:22:39|33.44
T-E-1|2017-05-18 10:22:53|32.44
T-E-1|2017-05-18 10:23:07|34.46
T-E-1|2017-05-18 10:23:21|31.46
T-E-1|2017-05-18 10:23:35|32.46
T-E-1|2017-05-18 10:23:49|33.46
T-E-1|2017-05-18 10:24:03|31.47
T-E-1|2017-05-18 10:24:17|33.47
T-E-1|2017-05-18 10:24:31|31.47
T-E-1|2017-05-18 10:24:45|31.47
T-E-1|2017-05-18 10:24:59|34.47
T-E-1|2017-05-18 10:25:13|31.49
T-E-1|2017-05-18 10:25:27|33.49
T-E-1|2017-05-18 10:25:41|33.49
T-E-1|2017-05-18 10:25:55|32.49
T-E-1|2017-05-18 10:26:09|33.51
T-E-1|2017-05-18 10:26:23|31.51
T-E-1|2017-05-18 10:26:37|32.51
T-E-1|2017-05-18 10:26:51|32.51
T-E-1|2017-05-18 10:27:06|34.52
T-E-1|2017-05-18 10:27:20|34.52
T-E-1|2017-05-18 10:27:34|33.52
T-E-1|2017-05-18 10:27:48|34.52
T-E-1|2017-05-18 10:28:02|32.54
T-E-1|2017-05-18 10:28:16|33.54
T-E-1|2017-05-18 10:28:30|34.54
T-E-1|2017-05-18 10:28:44|31.54
T-E-1|2017-05-18 10:28:58|34.54
T-E-1|2017-05-18 10:29:12|31.55
T-E-1|2017-05-18 10:29:26|32.55
T-E-1|2017-05-18 10:29:40|33.55
T-E-1|2017-05-18 10:29:54|33.55
T-E-1|2017-05-18 10:30:08|34.57
T-E-1|2017-05-18 10:30:22|34.57
T-E-1|2017-05-18 10:30:37|32.57
T-E-1|2017-05-18 10:30:51|32.57
T-E-1|2017-05-18 10:31:05|33.59
T-E-1|2017-05-18 10:31:19|31.59
T-E-1|2017-05-18 10:31:33|31.59
T-E-1|2017-05-18 10:31:47|31.59
T-E-1|2017-05-18 10:32:01|32.6
T-E-1|2017-05-18 10:32:15|32.6
T-E-1|2017-05-18 10:32:30|34.6
T-E-1|2017-05-18 10:32:44|32.6
T-E-1|2017-05-18 10:32:58|32.6
T-E-1|2017-05-18 10:33:12|31.62
T-E-1|2017-05-18 10:33:26|34.62
T-E-1|2017-05-18 10:33:41|32.62
T-E-1|2017-05-18 10:33:55|31.62
T-E-1|2017-05-18 10:34:09|34.64
T-E-1|2017-05-18 10:34:23|31.64
T-E-1|2017-05-18 10:34:37|32.64
T-E-1|2017-05-18 10:34:52|31.64
T-E-1|2017-05-18 10:35:06|33.65
T-E-1|2017-05-18 10:35:20|32.65
T-E-1|2017-05-18 10:35:34|34.65
T-E-1|2017-05-18 10:35:48|33.65
T-E-1|2017-05-18 10:36:02|34.67
T-E-1|2017-05-18 10:36:17|31.67
T-E-1|2017-05-18 10:36:31|34.67
T-E-1|2017-05-18 10:36:45|33.67
T-E-1|2017-05-18 10:36:59|31.67
T-E-1|2017-05-18 10:37:13|34.68
T-E-1|2017-05-18 10:37:28|31.68
T-E-1|2017-05-18 10:37:42|34.68
T-E-1|2017-05-18 10:37:56|32.68
T-E-1|2017-05-18 10:38:10|34.7
T-E-1|2017-05-18 10:38:24|32.7
T-E-1|2017-05-18 10:38:39|34.7
T-E-1|2017-05-18 10:38:53|34.7
T-E-1|2017-05-18 10:39:07|34.71
T-E-1|2017-05-18 10:39:21|31.71
T-E-1|2017-05-18 10:39:36|31.71
T-E-1|2017-05-18 10:39:50|31.71
T-E-1|2017-05-18 10:40:04|34.73
T-E-1|2017-05-18 10:40:18|32.73
T-E-1|2017-05-18 10:40:33|33.73
T-E-1|2017-05-18 10:40:47|32.73
T-E-1|2017-05-18 10:41:01|34.75
T-E-1|2017-05-18 10:41:15|32.75
T-E-1|2017-05-18 10:41:29|34.75
T-E-1|2017-05-18 10:41:44|31.75
T-E-1|2017-05-18 10:41:58|34.75
T-E-1|2017-05-18 10:42:12|33.76
T-E-1|2017-05-18 10:42:26|31.76
T-E-1|2017-05-18 10:42:40|33.76
T-E-1|2017-05-18 10:42:55|34.76
T-E-1|2017-05-18 10:43:09|32.78
T-E-1|2017-05-18 10:43:24|34.78
T-E-1|2017-05-18 10:43:38|34.78
T-E-1|2017-05-18 10:43:52|31.78
T-E-1|2017-05-18 10:44:06|33.79
T-E-1|2017-05-18 10:44:21|32.79
T-E-1|2017-05-18 10:44:35|32.79
T-E-1|2017-05-18 10:44:49|34.79
T-E-1|2017-05-18 10:45:03|31.81
T-E-1|2017-05-18 10:45:18|31.81
T-E-1|2017-05-18 10:45:32|31.81
T-E-1|2017-05-18 10:45:46|32.81
T-E-1|2017-05-18 10:46:00|33.82
T-E-1|2017-05-18 10:46:14|34.82
T-E-1|2017-05-18 10:46:29|31.82
T-E-1|2017-05-18 10:46:43|32.82
T-E-1|2017-05-18 10:46:57|33.82
T-E-1|2017-05-18 10:47:11|31.84
T-E-1|2017-05-18 10:47:26|31.84
T-E-1|2017-05-18 10:47:40|32.84
T-E-1|2017-05-18 10:47:54|34.84
T-E-1|2017-05-18 10:48:09|34.85
T-E-1|2017-05-18 10:48:23|34.85
T-E-1|2017-05-18 10:48:37|31.85
T-E-1|2017-05-18 10:48:51|32.85
T-E-1|2017-05-18 10:49:05|33.87
T-E-1|2017-05-18 10:49:20|31.87
T-E-1|2017-05-18 10:49:34|32.87
T-E-1|2017-05-18 10:49:48|32.87
T-E-1|2017-05-18 10:50:03|34.88
T-E-1|2017-05-18 10:50:17|33.88
T-E-1|2017-05-18 10:50:31|31.88
T-E-1|2017-05-18 10:50:45|32.88
T-E-1|2017-05-18 10:50:59|33.88
T-E-1|2017-05-18 10:51:14|34.89
T-E-1|2017-05-18 10:51:28|34.89
T-E-1|2017-05-18 10:51:42|33.89
T-E-1|2017-05-18 10:51:57|34.89
T-E-1|2017-05-18 10:52:11|34.91
T-E-1|2017-05-18 10:52:25|32.91
T-E-1|2017-05-18 10:52:39|31.91
T-E-1|2017-05-18 10:52:54|32.91
T-E-1|2017-05-18 10:53:08|33.92
T-E-1|2017-05-18 10:53:22|32.92
T-E-1|2017-05-18 10:53:37|34.92
T-E-1|2017-05-18 10:53:51|32.92
T-E-1|2017-05-18 10:54:05|32.94
T-E-1|2017-05-18 10:54:20|31.94
T-E-1|2017-05-18 10:54:34|34.94
T-E-1|2017-05-18 10:54:48|34.94
T-E-1|2017-05-18 10:55:02|34.95
T-E-1|2017-05-18 10:55:17|34.95
T-E-1|2017-05-18 10:55:31|32.95
T-E-1|2017-05-18 10:55:45|32.95
T-E-1|2017-05-18 10:55:59|32.95
T-E-1|2017-05-18 10:56:14|32.97
T-E-1|2017-05-18 10:56:28|32.97
T-E-1|2017-05-18 10:56:43|34.97
T-E-1|2017-05-18 10:56:57|32.97
T-E-1|2017-05-18 10:57:11|31.98
T-E-1|2017-05-18 10:57:26|34.98
T-E-1|2017-05-18 10:57:40|33.98
T-E-1|2017-05-18 10:57:54|32.98
T-E-1|2017-05-18 10:58:08|31.99
T-E-1|2017-05-18 10:58:23|34.99
T-E-1|2017-05-18 10:58:37|33.99
T-E-1|2017-05-18 10:58:51|32.99
T-E-1|2017-05-18 10:59:06|33.01
T-E-1|2017-05-18 10:59:20|32.01
T-E-1|2017-05-18 10:59:34|35.01
T-E-1|2017-05-18 10:59:49|35.01
T-E-1|2017-05-18 11:00:05|33.02
T-E-1|2017-05-18 11:00:20|32.02
T-E-1|2017-05-18 11:00:34|32.02
T-E-1|2017-05-18 11:00:48|33.02
T-E-1|2017-05-18 11:01:02|32.04
T-E-1|2017-05-18 11:01:17|34.04
T-E-1|2017-05-18 11:01:31|34.04
T-E-1|2017-05-18 11:01:45|35.04
T-E-1|2017-05-18 11:02:00|35.05
T-E-1|2017-05-18 11:02:14|34.05
T-E-1|2017-05-18 11:02:28|35.05
T-E-1|2017-05-18 11:02:43|33.05
T-E-1|2017-05-18 11:02:57|32.05
T-E-1|2017-05-18 11:03:11|34.06
T-E-1|2017-05-18 11:03:25|32.06
T-E-1|2017-05-18 11:03:40|32.06
T-E-1|2017-05-18 11:03:55|34.06
T-E-1|2017-05-18 11:04:09|34.08
T-E-1|2017-05-18 11:04:23|32.08
T-E-1|2017-05-18 11:04:38|32.08
T-E-1|2017-05-18 11:04:52|35.08
T-E-1|2017-05-18 11:05:07|32.09
T-E-1|2017-05-18 11:05:26|32.09
T-E-1|2017-05-18 11:05:46|35.09
T-E-1|2017-05-18 11:06:06|33.1
T-E-1|2017-05-18 11:06:20|35.1
T-E-1|2017-05-18 11:06:35|32.1
T-E-1|2017-05-18 11:06:49|32.1
T-E-1|2017-05-18 11:07:03|32.12
T-E-1|2017-05-18 11:07:18|32.12
T-E-1|2017-05-18 11:07:32|35.12
T-E-1|2017-05-18 11:07:46|34.12
T-E-1|2017-05-18 11:08:00|34.13
T-E-1|2017-05-18 11:08:15|33.13
T-E-1|2017-05-18 11:08:29|35.13
T-E-1|2017-05-18 11:08:43|32.13
T-E-1|2017-05-18 11:08:58|35.13
T-E-1|2017-05-18 11:09:12|34.14
T-E-1|2017-05-18 11:09:26|34.14
T-E-1|2017-05-18 11:09:41|32.14
T-E-1|2017-05-18 11:09:55|33.14
T-E-1|2017-05-18 11:10:09|32.16
T-E-1|2017-05-18 11:10:23|32.16
T-E-1|2017-05-18 11:10:38|32.16
T-E-1|2017-05-18 11:10:52|35.16
T-E-1|2017-05-18 11:11:07|35.17
T-E-1|2017-05-18 11:11:21|34.17
T-E-1|2017-05-18 11:11:35|33.17
T-E-1|2017-05-18 11:11:49|33.17
T-E-1|2017-05-18 11:12:04|32.18
T-E-1|2017-05-18 11:12:18|34.18
T-E-1|2017-05-18 11:12:32|32.18
T-E-1|2017-05-18 11:12:47|35.18
T-E-1|2017-05-18 11:13:01|34.19
T-E-1|2017-05-18 11:13:16|34.19
T-E-1|2017-05-18 11:13:30|33.19
T-E-1|2017-05-18 11:13:44|33.19
T-E-1|2017-05-18 11:13:59|32.19
T-E-1|2017-05-18 11:14:13|35.21
T-E-1|2017-05-18 11:14:27|35.21
T-E-1|2017-05-18 11:14:45|33.21
T-E-1|2017-05-18 11:15:04|33.22
T-E-1|2017-05-18 11:15:23|35.22
T-E-1|2017-05-18 11:15:41|34.22
T-E-1|2017-05-18 11:15:55|32.22
T-E-1|2017-05-18 11:16:09|34.23
T-E-1|2017-05-18 11:16:24|32.23
T-E-1|2017-05-18 11:16:38|33.23
T-E-1|2017-05-18 11:16:52|33.23
T-E-1|2017-05-18 11:17:07|35.24
T-E-1|2017-05-18 11:17:21|33.24
T-E-1|2017-05-18 11:17:35|34.24
T-E-1|2017-05-18 11:17:50|32.24
T-E-1|2017-05-18 11:18:04|35.26
T-E-1|2017-05-18 11:18:19|34.26
T-E-1|2017-05-18 11:18:33|33.26
T-E-1|2017-05-18 11:18:47|35.26
T-E-1|2017-05-18 11:19:02|34.27
T-E-1|2017-05-18 11:19:16|32.27
T-E-1|2017-05-18 11:19:31|34.27
T-E-1|2017-05-18 11:19:45|32.27
T-E-1|2017-05-18 11:19:59|34.27
T-E-1|2017-05-18 11:20:14|33.28
T-E-1|2017-05-18 11:20:28|35.28
T-E-1|2017-05-18 11:20:42|32.28
T-E-1|2017-05-18 11:20:57|35.28
T-E-1|2017-05-18 11:21:11|33.29
T-E-1|2017-05-18 11:21:25|35.29
T-E-1|2017-05-18 11:21:40|34.29
T-E-1|2017-05-18 11:21:54|32.29
T-E-1|2017-05-18 11:22:08|35.3
T-E-1|2017-05-18 11:22:23|32.3
T-E-1|2017-05-18 11:22:37|35.3
T-E-1|2017-05-18 11:22:51|34.3
T-E-1|2017-05-18 11:23:06|35.32
T-E-1|2017-05-18 11:23:20|33.32
T-E-1|2017-05-18 11:23:35|35.32
T-E-1|2017-05-18 11:23:49|32.32
T-E-1|2017-05-18 11:24:03|33.33
T-E-1|2017-05-18 11:24:18|35.33
T-E-1|2017-05-18 11:24:32|35.33
T-E-1|2017-05-18 11:24:46|32.33
T-E-1|2017-05-18 11:25:01|35.34
T-E-1|2017-05-18 11:25:15|33.34
T-E-1|2017-05-18 11:25:30|34.34
T-E-1|2017-05-18 11:25:45|34.34
T-E-1|2017-05-18 11:26:04|34.35
T-E-1|2017-05-18 11:26:31|35.35
T-E-1|2017-05-18 11:26:47|33.35
T-E-1|2017-05-18 11:27:02|33.36
T-E-1|2017-05-18 11:27:16|35.36
T-E-1|2017-05-18 11:27:30|34.36
T-E-1|2017-05-18 11:27:45|33.36
T-E-1|2017-05-18 11:27:59|32.36
T-E-1|2017-05-18 11:28:14|34.37
T-E-1|2017-05-18 11:28:28|35.37
T-E-1|2017-05-18 11:28:42|34.37
T-E-1|2017-05-18 11:28:57|33.37
T-E-1|2017-05-18 11:29:11|35.39
T-E-1|2017-05-18 11:29:26|33.39
T-E-1|2017-05-18 11:29:40|35.39
T-E-1|2017-05-18 11:29:54|33.39
T-E-1|2017-05-18 11:30:09|34.4
T-E-1|2017-05-18 11:30:23|32.4
T-E-1|2017-05-18 11:30:37|33.4
T-E-1|2017-05-18 11:30:52|32.4
T-E-1|2017-05-18 11:31:06|33.41
T-E-1|2017-05-18 11:31:21|35.41
T-E-1|2017-05-18 11:31:35|35.41
T-E-1|2017-05-18 11:31:50|32.41
T-E-1|2017-05-18 11:32:04|32.42
T-E-1|2017-05-18 11:32:19|32.42
T-E-1|2017-05-18 11:32:33|33.42
T-E-1|2017-05-18 11:32:47|35.42
T-E-1|2017-05-18 11:33:02|32.43
T-E-1|2017-05-18 11:33:16|33.43
T-E-1|2017-05-18 11:33:31|35.43
T-E-1|2017-05-18 11:33:45|34.43
T-E-1|2017-05-18 11:33:59|32.43
T-E-1|2017-05-18 11:34:14|33.44
T-E-1|2017-05-18 11:34:28|34.44
T-E-1|2017-05-18 11:34:42|33.44
T-E-1|2017-05-18 11:34:57|34.44
T-E-1|2017-05-18 11:35:11|35.45
T-E-1|2017-05-18 11:35:26|33.45
T-E-1|2017-05-18 11:35:40|33.45
T-E-1|2017-05-18 11:35:55|34.45
T-E-1|2017-05-18 11:36:09|32.46
T-E-1|2017-05-18 11:36:23|34.46
T-E-1|2017-05-18 11:36:38|35.46
T-E-1|2017-05-18 11:36:52|32.46
T-E-1|2017-05-18 11:37:07|34.47
T-E-1|2017-05-18 11:37:21|35.47
T-E-1|2017-05-18 11:37:36|32.47
T-E-1|2017-05-18 11:37:50|33.47
T-E-1|2017-05-18 11:38:04|33.48
T-E-1|2017-05-18 11:38:19|34.48
T-E-1|2017-05-18 11:38:33|33.48
T-E-1|2017-05-18 11:38:48|35.48
T-E-1|2017-05-18 11:39:02|32.49
T-E-1|2017-05-18 11:39:16|33.49
T-E-1|2017-05-18 11:39:31|35.49
T-E-1|2017-05-18 11:39:45|35.49
T-E-1|2017-05-18 11:40:00|35.5
T-E-1|2017-05-18 11:40:14|33.5
T-E-1|2017-05-18 11:40:28|35.5
T-E-1|2017-05-18 11:40:43|32.5
T-E-1|2017-05-18 11:40:57|35.5
T-E-1|2017-05-18 11:41:12|32.51
T-E-1|2017-05-18 11:41:26|32.51
T-E-1|2017-05-18 11:41:40|35.51
T-E-1|2017-05-18 11:41:55|32.51
T-E-1|2017-05-18 11:42:09|32.52
T-E-1|2017-05-18 11:42:24|34.52
T-E-1|2017-05-18 11:42:38|34.52
T-E-1|2017-05-18 11:42:52|32.52
T-E-1|2017-05-18 11:43:07|34.53
T-E-1|2017-05-18 11:43:21|33.53
T-E-1|2017-05-18 11:43:36|35.53
T-E-1|2017-05-18 11:43:50|32.53
T-E-1|2017-05-18 11:44:04|34.54
T-E-1|2017-05-18 11:44:19|35.54
T-E-1|2017-05-18 11:44:33|34.54
T-E-1|2017-05-18 11:44:48|35.54
T-E-1|2017-05-18 11:45:02|33.55
T-E-1|2017-05-18 11:45:17|33.55
T-E-1|2017-05-18 11:45:31|34.55
T-E-1|2017-05-18 11:45:45|35.55
T-E-1|2017-05-18 11:46:00|33.56
T-E-1|2017-05-18 11:46:14|34.56
T-E-1|2017-05-18 11:46:29|33.56
T-E-1|2017-05-18 11:46:43|34.56
T-E-1|2017-05-18 11:46:57|35.56
T-E-1|2017-05-18 11:47:12|32.57
T-E-1|2017-05-18 11:47:26|32.57
T-E-1|2017-05-18 11:47:41|32.57
T-E-1|2017-05-18 11:47:55|33.57
T-E-1|2017-05-18 11:48:10|34.58
T-E-1|2017-05-18 11:48:24|34.58
T-E-1|2017-05-18 11:48:38|34.58
T-E-1|2017-05-18 11:48:53|35.58
T-E-1|2017-05-18 11:49:07|32.59
T-E-1|2017-05-18 11:49:22|33.59
T-E-1|2017-05-18 11:49:36|34.59
T-E-1|2017-05-18 11:49:50|34.59
